Payment_ID,Order_ID,Payment_Code,Payment_Method,Total_Amount,Payment_Status
1339,OR2197,Card,Debit Card,42579.19,Paid
1340,OR2198,Card,Prepaid Card,2240.82,Paid
1341,OR2199,Mobile Wallets,Freecharge,31301.30,Paid
1342,OR22,Banking,IMPS,67631.78,Paid
1343,OR220,Card,Prepaid Card,179373.26,Failed
1344,OR2200,Banking,EMI Card,1823.71,Paid
1345,OR2201,Mobile Wallets,Amazon Pay,459017.64,Paid
1346,OR2202,Card,Prepaid Card,271767.28,Paid
1347,OR2203,Mobile Wallets,Amazon Pay,497488.30,Paid
1348,OR2204,Cash & COD,Card On Delivery,6281.28,Partially Paid
1349,OR2205,Mobile Wallets,Freecharge,17697.64,Refunded
1350,OR2206,Cash & COD,Cash On Delivery,3692.64,Payment Pending
1351,OR2207,Card,Debit Card,6128.92,Paid
1352,OR2208,Mobile Wallets,Amazon Pay,1438.60,Paid
1353,OR2209,Mobile Wallets,Paytm Wallet,191034.33,Cancelled
1354,OR221,Banking,Net Banking,246544.16,Paid
1355,OR2210,Mobile Wallets,Freecharge,18494.60,Refunded
1356,OR2211,Card,Credit Card,2122.82,Paid
1357,OR2212,Card,Prepaid Card,12864.08,Refunded
1358,OR2213,Banking,UPI,29611.10,Paid
1359,OR2214,Cash & COD,Cash On Delivery,52667.10,Failed
1360,OR2215,Cash & COD,Card On Delivery,2334.99,Payment Pending
1361,OR2216,Card,Credit Card,7167.36,Cancelled
1362,OR2217,Card,Credit Card,6263.54,Refunded
1363,OR2218,Mobile Wallets,Paytm Wallet,4481.64,Paid
1364,OR2219,Banking,UPI,16614.10,Paid
1365,OR222,Card,Credit Card,146538.30,Paid
1366,OR2220,Banking,IMPS,50028.68,Paid
1367,OR2221,Banking,IMPS,7076.46,Failed
1368,OR2222,Mobile Wallets,MobiKwik,4954.61,Paid
1369,OR2223,Cash & COD,Cash On Delivery,9686.70,Payment Pending
1370,OR2224,Cash & COD,Cash On Delivery,164167.85,Payment Pending
1371,OR2225,Mobile Wallets,PhonePe Wallet,135.45,Cancelled
1372,OR2226,Card,Credit Card,95422.28,Failed
1373,OR2227,Card,Debit Card,105846.00,Paid
1374,OR2228,Cash & COD,Card On Delivery,3713.46,Payment Pending
1375,OR2229,Mobile Wallets,MobiKwik,234.82,Paid
1376,OR223,Cash & COD,Card On Delivery,8466.80,Cancelled
1377,OR2230,Banking,EMI Card,12256.24,Paid
1378,OR2231,Card,Credit Card,8398.88,Paid
1379,OR2232,Banking,EMI Card,705.64,Paid
1380,OR2233,Banking,Net Banking,13997.76,Paid
1381,OR2234,Banking,Net Banking,12006.18,Paid
1382,OR2235,Mobile Wallets,PhonePe Wallet,107093.61,Cancelled
1383,OR2236,Banking,EMI Card,220.50,Paid
1384,OR2237,Mobile Wallets,MobiKwik,941.85,Paid
1385,OR2238,Banking,Net Banking,24068.46,Refunded
1386,OR2239,Card,Debit Card,265.44,Paid
1387,OR224,Banking,IMPS,20311.74,Paid
1388,OR2240,Banking,EMI Card,129656.91,Paid
1389,OR2241,Mobile Wallets,Freecharge,4598.46,Failed
1390,OR2242,Banking,IMPS,23201.04,Paid
1391,OR2243,Cash & COD,Cash On Delivery,15781.76,Payment Pending
1392,OR2244,Card,Credit Card,1117.76,Paid
1393,OR2245,Banking,Net Banking,15338.82,Paid
1394,OR2246,Card,Debit Card,1451.40,Paid
1395,OR2247,Mobile Wallets,Amazon Pay,469.64,Paid
1396,OR2248,Card,Debit Card,3065.64,Paid
1397,OR2249,Card,Prepaid Card,15406.12,Paid
1398,OR225,Mobile Wallets,Freecharge,179357.64,Paid
1399,OR2250,Card,Debit Card,2012.64,Paid
1400,OR2251,Card,Debit Card,103835.28,Cancelled
1401,OR2252,Card,Prepaid Card,7015.10,Paid
1402,OR2253,Card,Prepaid Card,84.00,Refunded
1403,OR2254,Banking,IMPS,2240.82,Paid
1404,OR2255,Card,Credit Card,21272.16,Paid
1405,OR2256,Card,Credit Card,9795.70,Paid
1406,OR2257,Cash & COD,Card On Delivery,5036.64,Payment Pending
1407,OR2258,Mobile Wallets,Paytm Wallet,824.82,Cancelled
1408,OR2259,Cash & COD,Cash On Delivery,215229.64,Payment Pending
1409,OR226,Cash & COD,Cash On Delivery,133115.56,Payment Pending
1410,OR2260,Card,Credit Card,59115.64,Paid
1411,OR2261,Card,Prepaid Card,8396.64,Paid
1412,OR2262,Banking,EMI Card,86610.84,Paid
1413,OR2263,Cash & COD,Card On Delivery,283.20,Refunded
1414,OR2264,Banking,EMI Card,59097.42,Cancelled
1415,OR2265,Mobile Wallets,MobiKwik,222.88,Paid
1416,OR2266,Mobile Wallets,Paytm Wallet,37158.20,Paid
1417,OR2267,Mobile Wallets,Freecharge,105.02,Paid
1418,OR2268,Cash & COD,Card On Delivery,11575.49,Refunded
1419,OR2269,Cash & COD,Card On Delivery,6329.67,Cancelled
1420,OR227,Mobile Wallets,Amazon Pay,2685.76,Paid
1421,OR2270,Banking,Net Banking,2684.64,Failed
1422,OR2271,Card,Prepaid Card,1864.59,Paid
1423,OR2272,Mobile Wallets,MobiKwik,68472.13,Paid
1424,OR2273,Card,Debit Card,123414.96,Paid
1425,OR2274,Mobile Wallets,MobiKwik,32077.82,Paid
1426,OR2275,Mobile Wallets,Amazon Pay,5261.76,Paid
1427,OR2276,Banking,Net Banking,1414.35,Refunded
1428,OR2277,Cash & COD,Card On Delivery,7076.46,Payment Pending
1429,OR2278,Banking,UPI,36359.97,Cancelled
1430,OR2279,Banking,IMPS,7647.28,Paid
1431,OR228,Banking,UPI,9749.62,Refunded
1432,OR2280,Mobile Wallets,Freecharge,11798.82,Failed
1433,OR2281,Cash & COD,Card On Delivery,10372.40,Unpaid
1434,OR2282,Mobile Wallets,Amazon Pay,726.88,Paid
1435,OR2283,Banking,IMPS,9574.28,Refunded
1436,OR2284,Mobile Wallets,Freecharge,136880.00,Paid
1437,OR2285,Banking,EMI Card,604.80,Failed
1438,OR2286,Mobile Wallets,PhonePe Wallet,45522.04,Paid
1439,OR2287,Card,Prepaid Card,15337.64,Paid
1440,OR2288,Card,Credit Card,11027.49,Paid
1441,OR2289,Mobile Wallets,PhonePe Wallet,403.20,Paid
1442,OR229,Banking,IMPS,156040.88,Paid
1443,OR2290,Mobile Wallets,Paytm Wallet,39829.65,Paid
1444,OR2291,Mobile Wallets,MobiKwik,16633.28,Paid
1445,OR2292,Banking,EMI Card,513.30,Paid
1446,OR2293,Mobile Wallets,Paytm Wallet,267198.02,Paid
1447,OR2294,Card,Credit Card,23088.58,Paid
1448,OR2295,Banking,EMI Card,604.80,Cancelled
1449,OR2296,Banking,UPI,3773.64,Paid
1450,OR2297,Card,Debit Card,4797.66,Paid
1451,OR2298,Banking,Net Banking,22408.20,Cancelled
1452,OR2299,Card,Prepaid Card,143450.24,Paid
1453,OR23,Banking,Net Banking,3803.52,Refunded
1454,OR230,Card,Credit Card,36647.10,Paid
1455,OR2300,Mobile Wallets,Paytm Wallet,16160.10,Paid
1456,OR2301,Mobile Wallets,Amazon Pay,22590.34,Paid
1457,OR2302,Cash & COD,Card On Delivery,204128.20,Partially Paid
1458,OR2303,Cash & COD,Cash On Delivery,2798.88,Payment Pending
1459,OR2304,Mobile Wallets,Freecharge,8665.92,Paid
1460,OR2305,Card,Credit Card,22417.64,Failed
1461,OR2306,Banking,IMPS,181257.16,Paid
1462,OR2307,Banking,IMPS,104422.92,Paid
1463,OR2308,Mobile Wallets,Paytm Wallet,5998.56,Refunded
1464,OR2309,Card,Credit Card,108174.24,Cancelled
1465,OR231,Banking,UPI,126725.80,Paid
1466,OR2310,Mobile Wallets,MobiKwik,445.76,Paid
1467,OR2311,Banking,EMI Card,627.90,Paid
1468,OR2312,Banking,UPI,44840.00,Paid
1469,OR2313,Banking,IMPS,11346.80,Paid
1470,OR2314,Banking,IMPS,942.82,Paid
1471,OR2315,Mobile Wallets,Freecharge,229278.52,Paid
1472,OR2316,Banking,UPI,9987.00,Refunded
1473,OR2317,Mobile Wallets,Paytm Wallet,148985.10,Paid
1474,OR2318,Mobile Wallets,Paytm Wallet,9763.46,Failed
1475,OR2319,Mobile Wallets,Freecharge,3358.88,Refunded
1476,OR232,Mobile Wallets,MobiKwik,68039.40,Paid
1477,OR2320,Mobile Wallets,MobiKwik,14405.46,Refunded
1478,OR2321,Card,Prepaid Card,2597.86,Paid
1479,OR2322,Banking,EMI Card,245.28,Refunded
1480,OR2323,Mobile Wallets,Amazon Pay,17799.12,Cancelled
1481,OR2324,Banking,EMI Card,588.82,Paid
1482,OR2325,Cash & COD,Card On Delivery,5445.70,Payment Pending
1483,OR2326,Card,Credit Card,6014.46,Refunded
1484,OR2327,Card,Credit Card,119902.36,Paid
1485,OR2328,Card,Prepaid Card,1238996.46,Paid
1486,OR2329,Card,Prepaid Card,293816.46,Paid
1487,OR233,Banking,IMPS,9187.97,Paid
1488,OR2330,Banking,Net Banking,7945.28,Paid
1489,OR2331,Mobile Wallets,PhonePe Wallet,554400.00,Paid
1490,OR2332,Mobile Wallets,MobiKwik,66936.04,Paid
1491,OR2333,Mobile Wallets,Freecharge,76838.61,Paid
1492,OR2334,Cash & COD,Card On Delivery,6261.78,Partially Paid
1493,OR2335,Card,Credit Card,12214.32,Paid
1494,OR2336,Banking,IMPS,95172.80,Paid
1495,OR2337,Mobile Wallets,Amazon Pay,2734.82,Paid
1496,OR2338,Card,Credit Card,4400.99,Paid
1497,OR2339,Banking,IMPS,4488.58,Paid
1498,OR234,Banking,UPI,66313.32,Failed
1499,OR2340,Mobile Wallets,Freecharge,470.82,Paid
1500,OR2341,Card,Credit Card,18877.64,Paid
1501,OR2342,Banking,EMI Card,3715.04,Paid
1502,OR2343,Cash & COD,Card On Delivery,3298.10,Partially Paid
1503,OR2344,Cash & COD,Cash On Delivery,1825.70,Payment Pending
1504,OR2345,Card,Debit Card,189181.56,Paid
1505,OR2346,Mobile Wallets,Paytm Wallet,19750.84,Paid
1506,OR2347,Card,Debit Card,159300.00,Paid
1507,OR2348,Banking,IMPS,129461.44,Paid
1508,OR2349,Banking,Net Banking,128437.21,Paid
1509,OR235,Mobile Wallets,PhonePe Wallet,27900.51,Paid
1510,OR2350,Mobile Wallets,Freecharge,94323.85,Paid
1511,OR2351,Card,Prepaid Card,7473.40,Refunded
1512,OR2352,Mobile Wallets,MobiKwik,21399.46,Cancelled
1513,OR2353,Mobile Wallets,Amazon Pay,1777.57,Paid
1514,OR2354,Banking,EMI Card,5306.46,Failed
1515,OR2355,Mobile Wallets,PhonePe Wallet,3140.28,Paid
1516,OR2356,Banking,Net Banking,14440.16,Paid
1517,OR2357,Mobile Wallets,Freecharge,824.82,Paid
1518,OR2358,Mobile Wallets,PhonePe Wallet,5213.39,Paid
1519,OR2359,Mobile Wallets,Freecharge,123192.00,Paid
1520,OR236,Banking,EMI Card,33969.47,Paid
1521,OR2360,Mobile Wallets,Paytm Wallet,1177.64,Refunded
1522,OR2361,Mobile Wallets,Amazon Pay,288.75,Paid
1523,OR2362,Mobile Wallets,Paytm Wallet,10480.38,Paid
1524,OR2363,Banking,EMI Card,168236.40,Paid
1525,OR2364,Card,Prepaid Card,98342.52,Refunded
1526,OR2365,Mobile Wallets,MobiKwik,352.82,Paid
1527,OR2366,Mobile Wallets,MobiKwik,2474.46,Paid
1528,OR2367,Mobile Wallets,Amazon Pay,34218.82,Paid
1529,OR2368,Mobile Wallets,PhonePe Wallet,15934.64,Paid
1530,OR2369,Cash & COD,Cash On Delivery,470.82,Payment Pending
1531,OR237,Card,Prepaid Card,7722.62,Paid
1532,OR2370,Card,Credit Card,9257.54,Paid
1533,OR2371,Cash & COD,Cash On Delivery,650106.44,Payment Pending
1534,OR2372,Cash & COD,Cash On Delivery,22420.00,Payment Pending
1535,OR2373,Mobile Wallets,Amazon Pay,47525.10,Paid
1536,OR2374,Banking,IMPS,1767.36,Paid
1537,OR2375,Mobile Wallets,Freecharge,22546.26,Cancelled
1538,OR2376,Cash & COD,Card On Delivery,7516.94,Partially Paid
1539,OR2377,Card,Debit Card,82754.43,Paid
1540,OR2378,Banking,IMPS,1565.76,Paid
1541,OR2379,Banking,EMI Card,311371.44,Cancelled
1542,OR238,Mobile Wallets,Paytm Wallet,293.82,Paid
1543,OR2380,Mobile Wallets,Amazon Pay,17741.87,Cancelled
1544,OR2381,Card,Prepaid Card,205871.18,Paid
1545,OR2382,Mobile Wallets,PhonePe Wallet,16280.46,Refunded
1546,OR2383,Mobile Wallets,MobiKwik,2769.46,Paid
1547,OR2384,Card,Debit Card,8826.22,Failed
1548,OR2385,Banking,IMPS,64570.28,Paid
1549,OR2386,Card,Prepaid Card,6249.28,Refunded
1550,OR2387,Card,Debit Card,33209.64,Paid
1551,OR2388,Cash & COD,Card On Delivery,4086.98,Unpaid
1552,OR2389,Mobile Wallets,PhonePe Wallet,1117.76,Paid
1553,OR239,Card,Credit Card,73504.38,Refunded
1554,OR2390,Banking,UPI,5372.64,Paid
1555,OR2391,Card,Prepaid Card,7388.64,Failed
1556,OR2392,Banking,IMPS,41182.00,Paid
1557,OR2393,Mobile Wallets,PhonePe Wallet,20932.16,Paid
1558,OR2394,Mobile Wallets,Freecharge,79571.82,Paid
1559,OR2395,Mobile Wallets,MobiKwik,16337.34,Paid
1560,OR2396,Banking,IMPS,236.25,Paid
1561,OR2397,Mobile Wallets,PhonePe Wallet,4026.40,Paid
1562,OR2398,Card,Prepaid Card,8493.64,Paid
1563,OR2399,Cash & COD,Cash On Delivery,92763.34,Failed
1564,OR24,Banking,EMI Card,5467.47,Cancelled
1565,OR240,Banking,EMI Card,4925.76,Paid
1566,OR2400,Banking,IMPS,77872.92,Failed
1567,OR2401,Mobile Wallets,PhonePe Wallet,13956.00,Paid
1568,OR2402,Banking,IMPS,54207.59,Refunded
1569,OR2403,Banking,IMPS,1295.64,Refunded
1570,OR2404,Mobile Wallets,MobiKwik,3694.88,Failed
1571,OR2405,Banking,IMPS,32276.55,Failed
1572,OR2406,Banking,UPI,106197.64,Paid
1573,OR2407,Mobile Wallets,Paytm Wallet,2828.46,Failed
1574,OR2408,Banking,UPI,5881.12,Paid
1575,OR2409,Card,Debit Card,87317.64,Paid
1576,OR241,Cash & COD,Card On Delivery,6634.37,Refunded
1577,OR2410,Mobile Wallets,Paytm Wallet,2646.27,Paid
1578,OR2411,Mobile Wallets,Amazon Pay,57388.16,Paid
1579,OR2412,Banking,UPI,102861.21,Paid
1580,OR2413,Banking,UPI,78288.00,Paid
1581,OR2414,Mobile Wallets,MobiKwik,79763.28,Paid
1582,OR2415,Card,Credit Card,15004.04,Paid
1583,OR2416,Banking,Net Banking,17696.46,Paid
1584,OR2417,Cash & COD,Card On Delivery,5897.64,Partially Paid
1585,OR2418,Mobile Wallets,MobiKwik,523.52,Paid
1586,OR2419,Mobile Wallets,PhonePe Wallet,227103.86,Refunded
1587,OR242,Mobile Wallets,MobiKwik,1958.78,Paid
1588,OR2420,Mobile Wallets,PhonePe Wallet,3148.95,Failed
1589,OR2421,Cash & COD,Cash On Delivery,10071.34,Cancelled
1590,OR2422,Cash & COD,Cash On Delivery,54979.17,Payment Pending
1591,OR2423,Mobile Wallets,MobiKwik,5588.46,Paid
1592,OR2424,Mobile Wallets,Freecharge,3113.14,Paid
1593,OR2425,Cash & COD,Card On Delivery,167967.73,Payment Pending
1594,OR2426,Banking,EMI Card,4013.91,Paid
1595,OR2427,Mobile Wallets,MobiKwik,263682.60,Refunded
1596,OR2428,Card,Prepaid Card,21334.56,Paid
1597,OR2429,Cash & COD,Cash On Delivery,3576.85,Payment Pending
1598,OR243,Cash & COD,Card On Delivery,202297.14,Payment Pending
1599,OR2430,Banking,EMI Card,2201.85,Paid
1600,OR2431,Banking,IMPS,21243.02,Paid
1601,OR2432,Cash & COD,Cash On Delivery,1413.64,Payment Pending
1602,OR2433,Mobile Wallets,PhonePe Wallet,58988.20,Failed
1603,OR2434,Mobile Wallets,Freecharge,66666.46,Paid
1604,OR2435,Banking,UPI,3182.46,Refunded
1605,OR2436,Card,Debit Card,33257.28,Paid
1606,OR2437,Mobile Wallets,Paytm Wallet,7100.06,Paid
1607,OR2438,Mobile Wallets,PhonePe Wallet,2712.82,Paid
1608,OR2439,Mobile Wallets,Paytm Wallet,18038.86,Paid
1609,OR244,Cash & COD,Cash On Delivery,27.00,Unpaid
1610,OR2440,Banking,UPI,67466.50,Paid
1611,OR2441,Banking,EMI Card,4362.46,Paid
1612,OR2442,Banking,Net Banking,24978.85,Paid
1613,OR2443,Banking,EMI Card,2121.64,Paid
1614,OR2444,Mobile Wallets,Paytm Wallet,267894.65,Paid
1615,OR2445,Cash & COD,Card On Delivery,179.20,Unpaid
1616,OR2446,Cash & COD,Card On Delivery,3108.46,Payment Pending
1617,OR2447,Banking,IMPS,245294.94,Paid
1618,OR2448,Banking,UPI,61357.64,Paid
1619,OR2449,Banking,IMPS,3288.58,Paid
1620,OR245,Banking,IMPS,39051.51,Paid
1621,OR2450,Banking,UPI,13462.95,Refunded
1622,OR2451,Mobile Wallets,PhonePe Wallet,176638.92,Paid
1623,OR2452,Mobile Wallets,Paytm Wallet,9006.94,Paid
1624,OR2453,Banking,Net Banking,109177.28,Paid
1625,OR2454,Cash & COD,Cash On Delivery,587.64,Failed
1626,OR2455,Mobile Wallets,Paytm Wallet,7426.82,Paid
1627,OR2456,Banking,Net Banking,75515.28,Refunded
1628,OR2457,Card,Credit Card,8073.86,Paid
1629,OR2458,Card,Debit Card,16161.28,Paid
1630,OR2459,Banking,IMPS,23265.36,Paid
1631,OR246,Mobile Wallets,Freecharge,6259.80,Refunded
1632,OR2460,Mobile Wallets,Amazon Pay,5070.31,Failed
1633,OR2461,Mobile Wallets,PhonePe Wallet,2828.46,Refunded
1634,OR2462,Card,Credit Card,12230.37,Cancelled
1635,OR2463,Mobile Wallets,MobiKwik,4066.32,Paid
1636,OR2464,Mobile Wallets,MobiKwik,96462.79,Paid
1637,OR2465,Banking,UPI,861.40,Paid
1638,OR2466,Cash & COD,Cash On Delivery,30716.64,Payment Pending
1639,OR2467,Mobile Wallets,Paytm Wallet,7791.07,Refunded
1640,OR2468,Banking,UPI,3414.88,Paid
1641,OR2469,Cash & COD,Cash On Delivery,942.82,Payment Pending
1642,OR247,Mobile Wallets,Paytm Wallet,5705.34,Paid
1643,OR2470,Cash & COD,Cash On Delivery,9032.22,Payment Pending
1644,OR2471,Mobile Wallets,Freecharge,523.95,Paid
1645,OR2472,Banking,Net Banking,8020.46,Paid
1646,OR2473,Banking,UPI,96722.34,Paid
1647,OR2474,Banking,UPI,6567.80,Paid
1648,OR2475,Card,Debit Card,68211.70,Paid
1649,OR2476,Mobile Wallets,PhonePe Wallet,7449.00,Refunded
1650,OR2477,Banking,Net Banking,16320.22,Paid
1651,OR2478,Card,Prepaid Card,665516.46,Paid
1652,OR2479,Mobile Wallets,PhonePe Wallet,1059.64,Paid
1653,OR248,Banking,Net Banking,129206.46,Refunded
1654,OR2480,Card,Prepaid Card,2462.88,Paid
1655,OR2481,Card,Credit Card,45243.10,Cancelled
1656,OR2482,Mobile Wallets,MobiKwik,9073.22,Paid
1657,OR2483,Mobile Wallets,PhonePe Wallet,44204.74,Refunded
1658,OR2484,Mobile Wallets,Freecharge,1172.64,Paid
1659,OR2485,Mobile Wallets,PhonePe Wallet,151.20,Paid
1660,OR2486,Mobile Wallets,Freecharge,14291.10,Paid
1661,OR2487,Card,Debit Card,27519.24,Paid
1662,OR2488,Cash & COD,Cash On Delivery,8674.39,Cancelled
1663,OR2489,Cash & COD,Card On Delivery,161118.82,Payment Pending
1664,OR249,Banking,EMI Card,54694.88,Paid
1665,OR2490,Card,Prepaid Card,33221.18,Failed
1666,OR2491,Mobile Wallets,Freecharge,470.82,Paid
1667,OR2492,Mobile Wallets,Amazon Pay,42796.52,Paid
1668,OR2493,Banking,Net Banking,146262.46,Paid
1669,OR2494,Card,Credit Card,370832.70,Refunded
1670,OR2495,Mobile Wallets,PhonePe Wallet,5626.24,Cancelled
1671,OR2496,Mobile Wallets,PhonePe Wallet,3892.82,Paid
1672,OR2497,Card,Prepaid Card,1943.46,Paid
1673,OR2498,Banking,UPI,2745.28,Paid
1674,OR2499,Card,Prepaid Card,127033.54,Paid
1675,OR25,Banking,IMPS,22397.76,Paid
1676,OR250,Mobile Wallets,Amazon Pay,6366.10,Failed
1677,OR2500,Banking,EMI Card,4480.05,Paid
1678,OR2501,Banking,EMI Card,5898.82,Refunded
1679,OR2502,Banking,Net Banking,157.50,Refunded
1680,OR2503,Banking,UPI,263725.28,Paid
1681,OR2504,Mobile Wallets,MobiKwik,148672.92,Paid
1682,OR2505,Mobile Wallets,MobiKwik,9909.64,Cancelled
1683,OR2506,Mobile Wallets,MobiKwik,5069.28,Paid
1684,OR2507,Banking,IMPS,299.04,Paid
1685,OR2508,Card,Prepaid Card,157793.66,Cancelled
1686,OR2509,Banking,Net Banking,145180.52,Paid
1687,OR251,Card,Debit Card,90447.62,Failed
1688,OR2510,Banking,EMI Card,4663.76,Refunded
1689,OR2511,Card,Credit Card,29416.13,Paid
1690,OR2512,Card,Credit Card,17534.34,Failed
1691,OR2513,Banking,IMPS,12553.28,Failed
1692,OR2514,Card,Debit Card,857272.08,Refunded
1693,OR2515,Card,Credit Card,14462.74,Paid
1694,OR2516,Mobile Wallets,PhonePe Wallet,2685.76,Paid
1695,OR2517,Mobile Wallets,MobiKwik,201486.88,Paid
1696,OR2518,Banking,IMPS,1782.90,Paid
1697,OR2519,Card,Debit Card,140162.46,Paid
1698,OR252,Card,Credit Card,2090.08,Paid
1699,OR2520,Mobile Wallets,Paytm Wallet,104430.00,Refunded
1700,OR2521,Mobile Wallets,Freecharge,70042.89,Paid
1701,OR2522,Cash & COD,Card On Delivery,10927.92,Partially Paid
1702,OR2523,Mobile Wallets,MobiKwik,148804.95,Refunded
1703,OR2524,Banking,IMPS,4668.20,Paid
1704,OR2525,Banking,IMPS,1411.62,Paid
1705,OR2526,Banking,IMPS,991.64,Refunded
1706,OR2527,Mobile Wallets,MobiKwik,64096.92,Paid
1707,OR2528,Card,Debit Card,5308.82,Paid
1708,OR2529,Banking,EMI Card,200002.92,Failed
1709,OR253,Card,Credit Card,4028.64,Refunded
1710,OR2530,Mobile Wallets,Amazon Pay,5513.10,Paid
1711,OR2531,Card,Debit Card,91054.88,Refunded
1712,OR2532,Cash & COD,Card On Delivery,7532.00,Refunded
1713,OR2533,Cash & COD,Cash On Delivery,2010.40,Unpaid
1714,OR2534,Card,Credit Card,5898.82,Paid
1715,OR2535,Banking,Net Banking,125065.88,Paid
1716,OR2536,Card,Prepaid Card,588.82,Paid
1717,OR2537,Banking,EMI Card,6045.76,Paid
1718,OR2538,Card,Credit Card,7695.44,Paid
1719,OR2539,Banking,Net Banking,77856.40,Paid
1720,OR254,Mobile Wallets,Paytm Wallet,11002.50,Paid
1721,OR2540,Card,Debit Card,448.40,Paid
1722,OR2541,Mobile Wallets,PhonePe Wallet,238126.65,Refunded
1723,OR2542,Banking,EMI Card,129665.38,Failed
1724,OR2543,Card,Debit Card,670.88,Paid
1725,OR2544,Mobile Wallets,MobiKwik,3611.38,Refunded
1726,OR2545,Cash & COD,Cash On Delivery,3088.97,Cancelled
1727,OR2546,Mobile Wallets,Amazon Pay,7791.04,Paid
1728,OR2547,Mobile Wallets,PhonePe Wallet,22995.31,Cancelled
1729,OR2548,Banking,IMPS,29411.17,Cancelled
1730,OR2549,Banking,IMPS,3517.14,Paid
1731,OR255,Mobile Wallets,Amazon Pay,148956.64,Paid
1732,OR2550,Banking,EMI Card,1454.88,Paid
1733,OR2551,Mobile Wallets,MobiKwik,2865.38,Refunded
1734,OR2552,Banking,Net Banking,24708.18,Paid
1735,OR2553,Banking,IMPS,14400.22,Paid
1736,OR2554,Card,Debit Card,87078.10,Paid
1737,OR2555,Cash & COD,Card On Delivery,2042.67,Failed
1738,OR2556,Mobile Wallets,Freecharge,47333.10,Paid
1739,OR2557,Banking,UPI,13992.16,Cancelled
1740,OR2558,Banking,IMPS,725.70,Cancelled
1741,OR2559,Cash & COD,Cash On Delivery,2712.82,Payment Pending
1742,OR256,Mobile Wallets,Freecharge,410578.98,Failed
1743,OR2560,Banking,IMPS,2948.82,Paid
1744,OR2561,Banking,Net Banking,290341.95,Paid
1745,OR2562,Mobile Wallets,MobiKwik,158044.55,Refunded
1746,OR2563,Banking,EMI Card,9177.70,Paid
1747,OR2564,Mobile Wallets,Amazon Pay,13208.39,Paid
1748,OR2565,Mobile Wallets,MobiKwik,1172.64,Paid
1749,OR2566,Banking,Net Banking,132594.18,Failed
1750,OR2567,Banking,EMI Card,17696.46,Paid
1751,OR2568,Mobile Wallets,PhonePe Wallet,4597.28,Paid
1752,OR2569,Banking,Net Banking,108204.16,Paid
1753,OR257,Card,Prepaid Card,12103.51,Paid
1754,OR2570,Card,Debit Card,55460.00,Paid
1755,OR2571,Banking,Net Banking,11195.52,Refunded
1756,OR2572,Banking,Net Banking,893.76,Paid
1757,OR2573,Mobile Wallets,Paytm Wallet,16518.82,Cancelled
1758,OR2574,Mobile Wallets,Amazon Pay,2654.20,Refunded
1759,OR2575,Mobile Wallets,Amazon Pay,34911.97,Paid
1760,OR2576,Card,Prepaid Card,1341.76,Paid
1761,OR2577,Cash & COD,Card On Delivery,49003.84,Payment Pending
1762,OR2578,Banking,UPI,7891.50,Failed
1763,OR2579,Cash & COD,Cash On Delivery,8397.36,Partially Paid
1764,OR258,Mobile Wallets,Freecharge,47188.20,Paid
1765,OR2580,Banking,Net Banking,2594.82,Paid
1766,OR2581,Banking,EMI Card,39.20,Paid
1767,OR2582,Card,Credit Card,186437.64,Paid
1768,OR2583,Mobile Wallets,MobiKwik,97346.46,Failed
1769,OR2584,Banking,UPI,154574.10,Paid
1770,OR2585,Mobile Wallets,Amazon Pay,9727.92,Paid
1771,OR2586,Mobile Wallets,Paytm Wallet,4721.85,Paid
1772,OR2587,Banking,EMI Card,318.60,Paid
1773,OR2588,Card,Debit Card,10970.46,Paid
1774,OR2589,Banking,Net Banking,19466.46,Failed
1775,OR259,Mobile Wallets,Amazon Pay,35396.46,Paid
1776,OR2590,Banking,IMPS,29308.20,Paid
1777,OR2591,Mobile Wallets,Amazon Pay,2182.14,Paid
1778,OR2592,Mobile Wallets,Freecharge,16280.46,Paid
1779,OR2593,Mobile Wallets,PhonePe Wallet,138763.28,Paid
1780,OR2594,Mobile Wallets,MobiKwik,20445.86,Paid
1781,OR2595,Banking,EMI Card,378888.09,Paid
1782,OR2596,Mobile Wallets,MobiKwik,334.88,Refunded
1783,OR2597,Card,Debit Card,94627.74,Cancelled
1784,OR2598,Card,Credit Card,11796.46,Paid
1785,OR2599,Banking,UPI,185878.77,Paid
1786,OR26,Card,Debit Card,942.82,Paid
1787,OR260,Mobile Wallets,Amazon Pay,67986.88,Paid
1788,OR2600,Cash & COD,Cash On Delivery,8196.28,Refunded
1789,OR2601,Mobile Wallets,PhonePe Wallet,760.83,Paid
1790,OR2602,Mobile Wallets,Amazon Pay,12317.76,Paid
1791,OR2603,Mobile Wallets,PhonePe Wallet,30729.86,Paid
1792,OR2604,Mobile Wallets,MobiKwik,24480.28,Paid
1793,OR2605,Banking,Net Banking,16517.64,Failed
1794,OR2606,Card,Credit Card,56306.60,Paid
1795,OR2607,Banking,UPI,289823.80,Paid
1796,OR2608,Mobile Wallets,PhonePe Wallet,13307.49,Refunded
1797,OR2609,Cash & COD,Card On Delivery,7523.34,Failed
1798,OR261,Banking,IMPS,19973.20,Failed
1799,OR2610,Cash & COD,Card On Delivery,417126.46,Partially Paid
1800,OR2611,Banking,IMPS,21117.28,Cancelled
1801,OR2612,Card,Credit Card,1172.64,Paid
