Order_ID,Customer_ID,Order_Date,Order_Total,Order_Status
OR2066,C1883,2023/06/05,5932.64,Partially Shipped
OR2067,C1906,2022/10/31,10249.48,Refunded
OR2068,C0728,2023/10/06,31450.92,Processing
OR2069,C0563,2023/08/07,3536.46,Out for Delivery
OR207,C0190,2024/01/13,88475.22,Partially Delivered
OR2070,C1428,2023/05/24,47198.82,Processing
OR2071,C0755,2024/07/21,70831.32,Shipped
OR2072,C0890,2024/03/07,28905.28,Cancelled
OR2073,C0293,2025/02/28,3066.82,Refunded
OR2074,C0313,2024/01/09,6131.14,Confirmed 
OR2075,C1965,2024/06/22,3290.56,Out for Delivery
OR2076,C0657,2025/06/27,4210.24,Partially Delivered
OR2077,C0245,2024/05/07,99118.82,Refunded
OR2078,C0527,2022/09/07,2462.88,Delivered
OR2079,C0698,2024/11/26,3400.97,Pending
OR208,C1390,2024/05/16,37323.16,Refunded
OR2080,C0606,2022/02/15,141120.00,Confirmed 
OR2081,C0389,2022/02/04,9715.89,On Hold
OR2082,C0219,2022/11/22,7657.64,Failed
OR2083,C0207,2023/09/03,185001.93,Failed
OR2084,C0897,2022/03/20,153678.78,Partially Shipped
OR2085,C0871,2023/06/23,123896.46,Processing
OR2086,C0218,2022/10/27,7127.46,Cancelled
OR2087,C1768,2023/05/26,32326.10,Processing
OR2088,C1259,2023/11/07,101796.81,Refunded
OR2089,C1830,2023/02/23,46671.51,Cancelled
OR209,C0256,2023/11/28,46026.40,Return
OR2090,C0187,2023/12/18,1885.64,Pending
OR2091,C0854,2024/08/17,6668.52,Confirmed 
OR2092,C0930,2025/01/24,67196.16,Failed
OR2093,C0488,2023/06/19,5972.19,Pending
OR2094,C0872,2024/01/10,7430.43,Failed
OR2095,C1738,2022/12/21,7275.73,Partially Shipped
OR2096,C0279,2022/02/13,49531.78,Shipped
OR2097,C1794,2022/05/18,547.68,Shipped
OR2098,C0793,2023/07/22,27138.82,Cancelled
OR2099,C0719,2025/06/08,4717.64,On Hold
OR21,C0376,2025/01/18,108684.26,On Hold
OR210,C0541,2023/10/14,13684.01,Delivered
OR2100,C1879,2023/06/25,95.20,Partially Shipped
OR2101,C1497,2022/08/14,50263.28,Confirmed 
OR2102,C0155,2023/04/22,7077.64,Shipped
OR2103,C0895,2024/12/11,4139.45,Cancelled
OR2104,C0125,2023/12/04,20896.74,Return
OR2105,C1732,2024/05/11,6994.24,Partially Delivered
OR2106,C0896,2024/09/11,30304.86,Shipped
OR2107,C1722,2023/05/26,183482.59,On Hold
OR2108,C0158,2022/08/03,164166.10,Confirmed 
OR2109,C0233,2024/11/28,10074.40,Shipped
OR211,C0798,2024/02/21,34673.10,Cancelled
OR2110,C0080,2025/06/30,11450.88,Delivered
OR2111,C0888,2024/10/16,329332.59,Delivered
OR2112,C0160,2024/09/24,3363.00,Refunded
OR2113,C0104,2023/09/05,11308.22,On Hold
OR2114,C1131,2025/05/28,4035.17,Processing
OR2115,C0310,2022/08/08,1006.88,Cancelled
OR2116,C0391,2022/09/08,13530.67,Processing
OR2117,C0656,2022/04/03,411.82,Partially Shipped
OR2118,C1511,2023/08/27,77618.04,Confirmed 
OR2119,C0099,2024/04/24,88645.70,Delivered
OR212,C1112,2022/12/10,1414.82,Delivered
OR2120,C0423,2022/09/11,81966.99,Refunded
OR2121,C1540,2023/10/28,41576.50,Pending
OR2122,C0115,2024/03/15,71289.10,Out for Delivery
OR2123,C0170,2022/03/13,242833.38,Processing
OR2124,C1557,2024/02/01,8906.64,Refunded
OR2125,C1000,2024/02/09,108347.60,Shipped
OR2126,C1656,2024/02/12,27137.64,Failed
OR2127,C0140,2023/11/30,7313.64,Processing
OR2128,C0776,2024/12/04,630.17,Processing
OR2129,C0392,2024/09/09,27027.36,Delivered
OR213,C0129,2024/05/07,78724.40,Failed
OR2130,C0229,2024/05/03,206739.54,Failed
OR2131,C0810,2024/01/09,37161.46,Partially Delivered
OR2132,C0461,2022/10/27,8948.80,Failed
OR2133,C0952,2025/06/26,446.88,Shipped
OR2134,C0927,2022/05/01,20364.54,Partially Delivered
OR2135,C0361,2022/10/16,705.64,Partially Shipped
OR2136,C0412,2022/07/27,41387.24,Processing
OR2137,C1997,2022/11/30,9996.22,Pending
OR2138,C1615,2022/08/12,5897.64,Return
OR2139,C0512,2023/09/25,176996.46,Delivered
OR214,C0832,2022/05/02,10450.55,Pending
OR2140,C0550,2023/04/16,54866.46,Partially Shipped
OR2141,C1126,2022/08/02,289.80,Confirmed 
OR2142,C0993,2023/12/30,134840.01,Shipped
OR2143,C1759,2024/07/14,23343.22,Confirmed 
OR2144,C0045,2023/05/26,13115.46,Partially Delivered
OR2145,C0567,2022/02/12,7668.82,Partially Delivered
OR2146,C0470,2023/06/19,171091.74,Processing
OR2147,C1074,2025/02/13,151745.64,Partially Shipped
OR2148,C0166,2024/08/14,212177.94,Delivered
OR2149,C1070,2025/06/09,5425.64,Out for Delivery
OR215,C1970,2025/03/05,59288.68,Shipped
OR2150,C1891,2022/03/17,161.28,Refunded
OR2151,C0945,2023/10/08,131810.16,Delivered
OR2152,C0163,2023/01/10,2777.91,Return
OR2153,C0616,2024/06/11,28918.90,Failed
OR2154,C0980,2025/06/15,78281.32,Confirmed 
OR2155,C0658,2023/08/11,18682.77,Partially Shipped
OR2156,C0148,2022/03/13,118538.22,Return
OR2157,C0311,2023/01/05,4360.10,Out for Delivery
OR2158,C0125,2023/05/05,7077.64,Refunded
OR2159,C0706,2022/11/03,19014.18,Failed
OR216,C0091,2024/10/04,148151.95,Out for Delivery
OR2160,C1821,2025/03/15,9403.49,Processing
OR2161,C0226,2023/01/25,11792.95,On Hold
OR2162,C0642,2022/01/08,950.88,On Hold
OR2163,C0033,2024/03/25,23588.20,Refunded
OR2164,C0220,2024/03/03,25597.44,Partially Shipped
OR2165,C0259,2023/02/09,7961.46,Failed
OR2166,C0368,2024/06/19,6150.22,Shipped
OR2167,C1814,2022/01/15,96211.10,Return
OR2168,C0048,2022/02/19,222374.01,Out for Delivery
OR2169,C1993,2022/04/12,2147.46,Cancelled
OR217,C1474,2023/03/27,12502.10,Shipped
OR2170,C0649,2023/02/04,11644.11,Pending
OR2171,C0838,2023/06/03,70085.96,Pending
OR2172,C1242,2022/12/03,1921.56,Failed
OR2173,C0127,2022/12/11,37595.00,Cancelled
OR2174,C0988,2022/05/15,3692.16,Partially Delivered
OR2175,C0305,2025/02/18,417.00,Delivered
OR2176,C0577,2024/06/06,279660.00,Refunded
OR2177,C0936,2023/07/19,17757.09,Failed
OR2178,C0157,2024/05/05,824.82,Failed
OR2179,C0196,2023/10/05,23794.44,Delivered
OR218,C1010,2022/05/19,11368.49,Partially Shipped
OR2180,C0441,2024/10/31,19195.46,Return
OR2181,C0950,2024/12/05,21944.46,Refunded
OR2182,C0423,2025/02/23,128788.11,Return
OR2183,C1931,2024/04/01,16427.90,Cancelled
OR2184,C1514,2025/04/02,1028.97,Confirmed 
OR2185,C0037,2022/03/20,3774.85,Confirmed 
OR2186,C1990,2023/05/06,5124.28,Processing
OR2187,C0853,2025/03/29,112042.95,Pending
OR2188,C0186,2022/10/17,70.00,Shipped
OR2189,C0996,2023/09/22,2999.59,Refunded
OR219,C0926,2023/05/31,93494.25,Refunded
OR2190,C0928,2022/10/30,78568.18,Failed
OR2191,C0992,2023/08/21,105843.64,Pending
OR2192,C0148,2023/02/19,536.48,Refunded
OR2193,C1511,2022/10/24,362906.64,Return
OR2194,C0779,2024/03/21,11278.58,On Hold
OR2195,C0755,2024/04/27,2004.82,Return
OR2196,C1209,2024/02/02,2539.82,Failed
OR2197,C0676,2024/03/08,42579.19,Out for Delivery
OR2198,C0167,2022/12/05,2240.82,Pending
OR2199,C0492,2022/03/13,31301.30,Partially Delivered
OR22,C1694,2022/02/17,67631.78,Processing
OR220,C1632,2022/07/24,179373.26,Failed
OR2200,C0980,2024/02/05,1823.71,Shipped
OR2201,C0800,2025/03/23,459017.64,Shipped
OR2202,C0257,2025/02/09,271767.28,Pending
OR2203,C0443,2023/07/18,497488.30,On Hold
OR2204,C1586,2022/10/24,6281.28,Partially Delivered
OR2205,C0477,2025/06/27,17697.64,Refunded
OR2206,C1743,2022/08/29,3692.64,Out for Delivery
OR2207,C0338,2023/01/28,6128.92,Out for Delivery
OR2208,C0899,2025/06/24,1438.60,Pending
OR2209,C0135,2023/05/20,191034.33,Cancelled
OR221,C0486,2023/06/29,246544.16,Shipped
OR2210,C0696,2023/06/24,18494.60,Refunded
OR2211,C0548,2022/04/21,2122.82,Shipped
OR2212,C1622,2024/12/27,12864.08,Refunded
OR2213,C0780,2022/01/28,29611.10,Out for Delivery
OR2214,C0456,2024/07/08,52667.10,Failed
OR2215,C0531,2024/06/26,2334.99,Confirmed 
OR2216,C1758,2023/10/28,7167.36,Cancelled
OR2217,C0047,2022/02/08,6263.54,Return
OR2218,C0370,2023/02/22,4481.64,Delivered
OR2219,C1815,2025/06/13,16614.10,Out for Delivery
OR222,C1593,2024/11/25,146538.30,Pending
OR2220,C0668,2024/04/23,50028.68,Shipped
OR2221,C1506,2024/10/09,7076.46,Failed
OR2222,C0305,2022/12/26,4954.61,Shipped
OR2223,C0175,2024/08/19,9686.70,Out for Delivery
OR2224,C0312,2025/06/01,164167.85,Shipped
OR2225,C0785,2022/09/23,135.45,Cancelled
OR2226,C0614,2022/02/26,95422.28,Failed
OR2227,C0553,2023/10/24,105846.00,On Hold
OR2228,C0996,2022/02/22,3713.46,Confirmed 
OR2229,C1468,2023/02/12,234.82,Delivered
OR223,C1776,2024/03/09,8466.80,Cancelled
OR2230,C0809,2024/02/17,12256.24,Partially Shipped
OR2231,C0637,2023/07/19,8398.88,Partially Shipped
OR2232,C0150,2022/01/13,705.64,Delivered
OR2233,C0939,2023/06/07,13997.76,Delivered
OR2234,C0146,2024/12/06,12006.18,Partially Shipped
OR2235,C0056,2025/01/03,107093.61,Cancelled
OR2236,C1430,2022/02/14,220.50,Confirmed 
OR2237,C0976,2022/01/01,941.85,Pending
OR2238,C0430,2022/10/26,24068.46,Refunded
OR2239,C0073,2022/04/26,265.44,Out for Delivery
OR224,C1666,2024/04/21,20311.74,Out for Delivery
OR2240,C0065,2022/07/31,129656.91,Out for Delivery
OR2241,C1932,2022/03/24,4598.46,Failed
OR2242,C0490,2023/07/09,23201.04,Confirmed 
OR2243,C1910,2023/06/04,15781.76,Confirmed 
OR2244,C1942,2022/12/03,1117.76,Partially Delivered
OR2245,C0899,2023/03/11,15338.82,Out for Delivery
OR2246,C0476,2023/08/17,1451.40,Pending
OR2247,C0963,2024/03/24,469.64,Out for Delivery
OR2248,C0176,2024/04/21,3065.64,Shipped
OR2249,C1869,2024/12/29,15406.12,Partially Delivered
OR225,C1810,2024/11/18,179357.64,Partially Delivered
OR2250,C0947,2023/02/26,2012.64,Processing
OR2251,C0349,2024/08/24,103835.28,Cancelled
OR2252,C0713,2025/02/08,7015.10,On Hold
OR2253,C0637,2025/06/14,84.00,Refunded
OR2254,C1866,2025/02/01,2240.82,Shipped
OR2255,C0304,2024/09/03,21272.16,Shipped
OR2256,C0615,2023/08/16,9795.70,Partially Shipped
OR2257,C0652,2022/03/20,5036.64,Out for Delivery
OR2258,C0102,2022/07/25,824.82,Cancelled
OR2259,C0458,2022/12/03,215229.64,Pending
OR226,C1580,2024/06/05,133115.56,Pending
OR2260,C0312,2022/03/17,59115.64,Out for Delivery
OR2261,C0559,2023/08/07,8396.64,Out for Delivery
OR2262,C0516,2024/08/10,86610.84,Partially Shipped
OR2263,C0294,2022/07/13,283.20,Refunded
OR2264,C0406,2023/02/26,59097.42,Cancelled
OR2265,C1626,2025/06/23,222.88,On Hold
OR2266,C0150,2024/04/10,37158.20,On Hold
OR2267,C0894,2023/08/05,105.02,Processing
OR2268,C1847,2023/04/07,11575.49,Refunded
OR2269,C1532,2024/08/30,6329.67,Cancelled
OR227,C1083,2022/05/31,2685.76,Out for Delivery
OR2270,C1526,2022/08/05,2684.64,Failed
OR2271,C0023,2024/11/20,1864.59,Pending
OR2272,C1832,2025/01/02,68472.13,Processing
OR2273,C0161,2024/03/18,123414.96,On Hold
OR2274,C0997,2022/02/07,32077.82,Confirmed 
OR2275,C1919,2024/12/23,5261.76,Out for Delivery
OR2276,C0225,2025/06/09,1414.35,Refunded
OR2277,C0917,2022/07/13,7076.46,Processing
OR2278,C1859,2025/02/02,36359.97,Cancelled
OR2279,C1459,2023/07/27,7647.28,Partially Delivered
OR228,C1893,2025/04/04,9749.62,Refunded
OR2280,C0720,2025/01/26,11798.82,Failed
OR2281,C0453,2022/07/23,10372.40,Return
OR2282,C0664,2024/01/14,726.88,On Hold
OR2283,C0467,2025/05/21,9574.28,Refunded
OR2284,C0813,2024/03/08,136880.00,Processing
OR2285,C0840,2022/08/31,604.80,Failed
OR2286,C1719,2024/06/24,45522.04,Pending
OR2287,C0213,2023/05/05,15337.64,Confirmed 
OR2288,C1066,2024/04/09,11027.49,Pending
OR2289,C0643,2025/01/20,403.20,On Hold
OR229,C0168,2024/12/02,156040.88,Out for Delivery
OR2290,C0976,2023/09/07,39829.65,Pending
OR2291,C0807,2024/06/19,16633.28,Partially Delivered
OR2292,C1946,2024/09/21,513.30,Delivered
OR2293,C0634,2024/05/13,267198.02,Processing
OR2294,C0238,2025/05/07,23088.58,Confirmed 
OR2295,C0336,2025/03/11,604.80,Cancelled
OR2296,C0230,2022/03/03,3773.64,Out for Delivery
OR2297,C0363,2025/05/04,4797.66,On Hold
OR2298,C1575,2022/04/12,22408.20,Cancelled
OR2299,C0796,2024/07/23,143450.24,Processing
OR23,C0310,2023/11/26,3803.52,Return
OR230,C1827,2025/06/30,36647.10,Delivered
OR2300,C0225,2022/06/17,16160.10,Shipped
OR2301,C0804,2024/06/07,22590.34,Processing
OR2302,C0537,2023/07/05,204128.20,Partially Delivered
OR2303,C0412,2023/10/07,2798.88,Pending
OR2304,C1621,2024/07/19,8665.92,Partially Shipped
OR2305,C0560,2024/11/19,22417.64,Failed
OR2306,C0479,2025/04/24,181257.16,Pending
OR2307,C0163,2024/02/11,104422.92,Processing
OR2308,C1781,2025/04/10,5998.56,Return
OR2309,C0341,2022/07/27,108174.24,Cancelled
OR231,C0889,2022/06/18,126725.80,Confirmed 
OR2310,C0469,2022/01/02,445.76,Out for Delivery
OR2311,C0529,2022/05/12,627.90,Pending
OR2312,C0131,2022/03/22,44840.00,Pending
OR2313,C0312,2025/04/02,11346.80,Pending
OR2314,C0243,2023/09/23,942.82,Processing
OR2315,C0834,2022/11/19,229278.52,Delivered
OR2316,C0699,2024/04/14,9987.00,Return
OR2317,C0027,2022/03/17,148985.10,Partially Shipped
OR2318,C0241,2023/03/17,9763.46,Failed
OR2319,C0841,2024/08/09,3358.88,Return
OR232,C0810,2023/12/07,68039.40,Partially Shipped
OR2320,C1697,2023/06/28,14405.46,Return
OR2321,C0249,2024/07/27,2597.86,On Hold
OR2322,C0186,2023/09/22,245.28,Refunded
OR2323,C0629,2024/10/17,17799.12,Cancelled
OR2324,C0212,2025/03/26,588.82,On Hold
OR2325,C0369,2025/02/02,5445.70,Pending
OR2326,C0957,2025/06/13,6014.46,Refunded
OR2327,C0230,2025/03/15,119902.36,Delivered
OR2328,C1955,2022/03/07,1238996.46,Return
OR2329,C1703,2023/08/29,293816.46,Confirmed 
OR233,C0683,2025/05/08,9187.97,Partially Shipped
OR2330,C1528,2024/12/30,7945.28,Partially Delivered
OR2331,C1182,2022/07/02,554400.00,Shipped
OR2332,C1420,2022/04/08,66936.04,Partially Shipped
OR2333,C0192,2022/10/14,76838.61,On Hold
OR2334,C0288,2022/06/21,6261.78,Partially Delivered
OR2335,C0257,2025/01/12,12214.32,Processing
OR2336,C1073,2022/07/20,95172.80,Delivered
OR2337,C0358,2024/11/27,2734.82,Shipped
OR2338,C1670,2023/03/23,4400.99,Confirmed 
OR2339,C0192,2023/05/05,4488.58,On Hold
OR234,C0240,2022/11/12,66313.32,Failed
OR2340,C0057,2023/01/07,470.82,Partially Delivered
OR2341,C1318,2023/06/28,18877.64,Shipped
OR2342,C1790,2023/05/02,3715.04,Shipped
OR2343,C1977,2022/11/21,3298.10,Partially Delivered
OR2344,C0078,2023/11/22,1825.70,Pending
OR2345,C0081,2023/11/24,189181.56,Shipped
OR2346,C0013,2024/11/16,19750.84,Pending
OR2347,C1345,2023/12/13,159300.00,Processing
OR2348,C1566,2024/05/29,129461.44,Return
OR2349,C1698,2025/05/04,128437.21,Processing
OR235,C0389,2022/07/24,27900.51,Shipped
OR2350,C0221,2024/03/10,94323.85,On Hold
OR2351,C0756,2022/07/09,7473.40,Refunded
OR2352,C0700,2024/06/30,21399.46,Cancelled
OR2353,C0712,2022/05/23,1777.57,Confirmed 
OR2354,C0071,2025/04/25,5306.46,Failed
OR2355,C1691,2022/08/17,3140.28,Delivered
OR2356,C1389,2023/05/30,14440.16,Shipped
OR2357,C0216,2025/01/17,824.82,Shipped
OR2358,C0327,2023/04/09,5213.39,Processing
OR2359,C0024,2022/07/15,123192.00,Pending
OR236,C0849,2023/06/25,33969.47,On Hold
OR2360,C0829,2023/03/30,1177.64,Refunded
OR2361,C0594,2023/09/14,288.75,Confirmed 
OR2362,C0454,2023/01/29,10480.38,Out for Delivery
OR2363,C0174,2023/07/26,168236.40,Partially Delivered
OR2364,C1823,2023/09/04,98342.52,Refunded
OR2365,C1780,2024/02/11,352.82,Confirmed 
OR2366,C0373,2022/08/07,2474.46,Shipped
OR2367,C0968,2023/01/20,34218.82,Partially Shipped
OR2368,C1992,2022/09/16,15934.64,Delivered
OR2369,C0708,2025/05/08,470.82,Out for Delivery
OR237,C1515,2023/08/07,7722.62,Confirmed 
OR2370,C0435,2025/02/15,9257.54,Confirmed 
OR2371,C0199,2023/05/09,650106.44,Out for Delivery
OR2372,C0566,2022/09/13,22420.00,Processing
OR2373,C0929,2023/04/29,47525.10,Return
OR2374,C0720,2022/06/21,1767.36,Pending
OR2375,C0877,2023/02/28,22546.26,Cancelled
OR2376,C0734,2024/11/14,7516.94,Partially Delivered
OR2377,C0353,2023/11/02,82754.43,On Hold
OR2378,C0257,2024/03/11,1565.76,On Hold
OR2379,C0846,2024/07/16,311371.44,Cancelled
OR238,C0248,2024/03/31,293.82,Partially Delivered
OR2380,C0777,2023/02/19,17741.87,Cancelled
OR2381,C1936,2022/01/31,205871.18,Confirmed 
OR2382,C0760,2024/09/18,16280.46,Refunded
OR2383,C0391,2024/09/28,2769.46,Partially Delivered
OR2384,C1098,2024/07/04,8826.22,Failed
OR2385,C1235,2024/07/12,64570.28,On Hold
OR2386,C1789,2023/06/26,6249.28,Refunded
OR2387,C0941,2025/04/05,33209.64,Partially Delivered
OR2388,C0819,2022/06/16,4086.98,Return
OR2389,C0092,2022/07/13,1117.76,Return
OR239,C0923,2023/10/21,73504.38,Refunded
OR2390,C1861,2023/02/17,5372.64,Shipped
OR2391,C1895,2023/07/27,7388.64,Failed
OR2392,C1151,2024/02/27,41182.00,Delivered
OR2393,C0564,2022/06/07,20932.16,Return
OR2394,C0118,2023/07/24,79571.82,Shipped
OR2395,C0378,2024/01/04,16337.34,Partially Shipped
OR2396,C0699,2025/01/08,236.25,Out for Delivery
OR2397,C0232,2023/10/21,4026.40,Processing
OR2398,C0328,2023/10/31,8493.64,Confirmed 
OR2399,C0280,2024/08/21,92763.34,Failed
OR24,C0237,2025/01/15,5467.47,Cancelled
OR240,C0227,2023/07/28,4925.76,Return
OR2400,C0476,2024/08/20,77872.92,Failed
OR2401,C0214,2022/01/26,13956.00,Delivered
OR2402,C0218,2025/04/27,54207.59,Return
OR2403,C0394,2024/03/03,1295.64,Refunded
OR2404,C0076,2023/12/09,3694.88,Failed
OR2405,C0370,2022/09/29,32276.55,Failed
OR2406,C1509,2025/05/03,106197.64,Out for Delivery
OR2407,C1112,2022/01/24,2828.46,Failed
OR2408,C0490,2022/07/08,5881.12,Partially Shipped
OR2409,C0375,2025/05/23,87317.64,Pending
OR241,C0203,2024/11/15,6634.37,Refunded
OR2410,C0359,2022/05/22,2646.27,Processing
OR2411,C0473,2022/05/04,57388.16,Out for Delivery
OR2412,C0966,2023/06/21,102861.21,Partially Shipped
OR2413,C0981,2023/02/22,78288.00,Pending
OR2414,C0529,2022/07/05,79763.28,Processing
OR2415,C0335,2023/11/28,15004.04,Shipped
OR2416,C0169,2024/05/15,17696.46,Confirmed 
OR2417,C1721,2023/03/26,5897.64,Partially Delivered
OR2418,C0571,2022/01/14,523.52,Shipped
OR2419,C1617,2023/01/29,227103.86,Refunded
OR242,C1574,2024/07/12,1958.78,Pending
OR2420,C0958,2024/11/09,3148.95,Failed
OR2421,C0879,2024/05/06,10071.34,Cancelled
OR2422,C1214,2024/09/06,54979.17,Confirmed 
OR2423,C0202,2022/01/02,5588.46,Pending
OR2424,C1871,2023/07/30,3113.14,Processing
OR2425,C0774,2022/10/06,167967.73,Delivered
OR2426,C1707,2024/04/18,4013.91,On Hold
OR2427,C0169,2025/04/19,263682.60,Return
OR2428,C0286,2023/03/16,21334.56,Confirmed 
OR2429,C0979,2022/02/09,3576.85,Out for Delivery
OR243,C0154,2024/11/14,202297.14,Confirmed 
OR2430,C0507,2022/11/09,2201.85,Out for Delivery
OR2431,C0944,2023/03/12,21243.02,Shipped
OR2432,C1583,2022/09/10,1413.64,Confirmed 
OR2433,C0217,2024/03/26,58988.20,Failed
OR2434,C0015,2022/01/31,66666.46,Partially Delivered
OR2435,C1251,2023/12/24,3182.46,Return
OR2436,C0201,2023/02/28,33257.28,Pending
OR2437,C0055,2022/11/14,7100.06,Out for Delivery
OR2438,C1799,2022/12/04,2712.82,Partially Delivered
OR2439,C1664,2024/09/02,18038.86,Partially Delivered
OR244,C0198,2025/04/02,27.00,Return
OR2440,C0329,2025/05/19,67466.50,Partially Shipped
OR2441,C0130,2025/06/19,4362.46,Out for Delivery
OR2442,C1714,2022/03/11,24978.85,Pending
OR2443,C0418,2023/01/07,2121.64,Confirmed 
OR2444,C0368,2023/04/11,267894.65,Partially Delivered
OR2445,C0898,2022/10/10,179.20,Return
OR2446,C0280,2022/09/01,3108.46,Pending
OR2447,C1597,2022/03/02,245294.94,Pending
OR2448,C0934,2024/02/21,61357.64,Partially Delivered
OR2449,C0041,2024/02/23,3288.58,Delivered
OR245,C1411,2025/02/01,39051.51,Delivered
OR2450,C1924,2023/04/09,13462.95,Refunded
OR2451,C1194,2024/01/30,176638.92,Return
OR2452,C0479,2024/01/18,9006.94,Confirmed 
OR2453,C0519,2024/10/03,109177.28,Confirmed 
OR2454,C0946,2024/10/04,587.64,Failed
OR2455,C0453,2024/12/24,7426.82,On Hold
OR2456,C0269,2024/03/04,75515.28,Refunded
OR2457,C0108,2022/08/26,8073.86,Partially Shipped
OR2458,C0685,2022/01/25,16161.28,Partially Shipped
OR2459,C1799,2023/03/10,23265.36,Shipped
OR246,C0677,2024/08/23,6259.80,Return
OR2460,C0648,2024/12/16,5070.31,Failed
OR2461,C1966,2022/02/13,2828.46,Return
OR2462,C1057,2023/07/13,12230.37,Cancelled
OR2463,C0371,2022/07/26,4066.32,Confirmed 
OR2464,C0238,2023/05/17,96462.79,Out for Delivery
OR2465,C0849,2023/05/06,861.40,Confirmed 
OR2466,C0678,2022/05/31,30716.64,Out for Delivery
OR2467,C1149,2024/02/19,7791.07,Return
OR2468,C0286,2024/08/06,3414.88,Out for Delivery
OR2469,C0519,2024/05/15,942.82,Shipped
OR247,C0676,2022/02/28,5705.34,Partially Shipped
OR2470,C0366,2024/06/23,9032.22,Delivered
OR2471,C0988,2023/04/21,523.95,Partially Shipped
OR2472,C0196,2022/02/14,8020.46,Partially Shipped
OR2473,C0439,2023/10/24,96722.34,Processing
OR2474,C1784,2024/06/20,6567.80,Partially Shipped
OR2475,C0397,2022/05/20,68211.70,On Hold
OR2476,C1645,2023/05/12,7449.00,Refunded
OR2477,C0140,2022/07/20,16320.22,Delivered
OR2478,C1491,2022/03/09,665516.46,Return
OR2479,C0026,2022/05/17,1059.64,Delivered
OR248,C0242,2025/06/07,129206.46,Refunded
OR2480,C0307,2022/12/27,2462.88,Confirmed 
OR2481,C1444,2025/05/23,45243.10,Cancelled
OR2482,C0414,2023/03/23,9073.22,Partially Shipped
OR2483,C0697,2023/05/02,44204.74,Refunded
OR2484,C1755,2022/02/27,1172.64,Partially Shipped
OR2485,C0386,2024/11/29,151.20,Confirmed 
OR2486,C0904,2025/01/17,14291.10,On Hold
OR2487,C0452,2023/10/06,27519.24,On Hold
OR2488,C0126,2024/03/18,8674.39,Cancelled
OR2489,C1962,2023/07/24,161118.82,On Hold
OR249,C1501,2022/10/11,54694.88,Processing
OR2490,C0285,2025/06/02,33221.18,Failed
OR2491,C1089,2023/06/03,470.82,Pending
OR2492,C1795,2025/03/02,42796.52,Partially Delivered
OR2493,C0238,2024/02/23,146262.46,Processing
OR2494,C0277,2024/09/11,370832.70,Return
OR2495,C0257,2022/08/07,5626.24,Cancelled
OR2496,C0610,2024/06/27,3892.82,Processing
OR2497,C0676,2025/04/08,1943.46,Confirmed 
OR2498,C0185,2022/07/27,2745.28,Confirmed 
OR2499,C1296,2022/01/25,127033.54,Partially Shipped
OR25,C0384,2022/01/02,22397.76,Return
OR250,C1085,2025/01/27,6366.10,Failed
OR2500,C0011,2023/02/20,4480.05,Processing
OR2501,C0158,2025/05/14,5898.82,Return
OR2502,C0440,2022/11/08,157.50,Refunded
OR2503,C0278,2023/01/29,263725.28,Out for Delivery
OR2504,C0703,2022/09/19,148672.92,Pending
OR2505,C1928,2024/07/16,9909.64,Cancelled
OR2506,C0151,2022/06/23,5069.28,Confirmed 
OR2507,C1610,2024/10/10,299.04,Processing
OR2508,C0294,2024/11/11,157793.66,Cancelled
OR2509,C0331,2022/01/21,145180.52,Partially Delivered
OR251,C0267,2023/07/17,90447.62,Failed
OR2510,C0183,2025/06/02,4663.76,Refunded
OR2511,C0236,2022/08/26,29416.13,Shipped
OR2512,C1574,2022/02/24,17534.34,Failed
OR2513,C0490,2025/01/30,12553.28,Failed
OR2514,C1223,2022/01/12,857272.08,Refunded
OR2515,C0477,2023/04/03,14462.74,Partially Shipped
OR2516,C0530,2023/02/28,2685.76,Processing
OR2517,C0282,2023/02/13,201486.88,Shipped
OR2518,C0486,2022/12/26,1782.90,Confirmed 
OR2519,C0257,2023/06/04,140162.46,Delivered
OR252,C0446,2023/01/15,2090.08,Out for Delivery
OR2520,C0859,2024/01/27,104430.00,Refunded
OR2521,C0578,2024/02/27,70042.89,Delivered
OR2522,C1903,2024/11/05,10927.92,Partially Delivered
OR2523,C0016,2023/01/29,148804.95,Refunded
OR2524,C0325,2022/01/10,4668.20,Partially Delivered
OR2525,C1889,2024/12/10,1411.62,Confirmed 
OR2526,C1440,2024/09/14,991.64,Refunded
OR2527,C0595,2024/10/27,64096.92,Delivered
OR2528,C0354,2024/06/28,5308.82,On Hold
OR2529,C0582,2023/05/11,200002.92,Failed
OR253,C0730,2022/07/03,4028.64,Refunded
OR2530,C1833,2022/05/30,5513.10,Shipped
OR2531,C1825,2022/04/12,91054.88,Return
OR2532,C0487,2022/09/20,7532.00,Refunded
OR2533,C0512,2025/04/22,2010.40,Return
OR2534,C1747,2023/06/14,5898.82,Partially Shipped
OR2535,C1974,2024/06/17,125065.88,Out for Delivery
OR2536,C0954,2022/05/17,588.82,Partially Shipped
OR2537,C0123,2023/11/09,6045.76,Partially Shipped
OR2538,C0071,2022/09/05,7695.44,Processing
OR2539,C1605,2024/11/26,77856.40,Return
OR254,C1144,2023/09/26,11002.50,Out for Delivery
OR2540,C0021,2024/02/13,448.40,Shipped
OR2541,C1212,2023/10/14,238126.65,Refunded
OR2542,C0506,2025/06/06,129665.38,Failed
OR2543,C0592,2022/11/10,670.88,Processing
